model,question_id,question,category,difficulty,question_type,kb_supported,expected_source,latency_ms,llm_latency_ms,embedding_latency_ms,similarity_search_latency_ms,total_chunks_searched,top_k,context_sent_length,response_length_chars,correctness_score,relevance_score,hallucination,retrieval_quality_score,expected_source_found,ranks_matched,scoring_method,keyword_overlap,top1_filename,top1_score,top2_filename,top2_score,top3_filename,top3_score,error,response_preview
qwen2.5:0.5b,Q21,"What is the Essential Commodities Act, 1955, and what is its purpose?",Essential Commodities,Easy,Definition,True,essential_commodities.pdf,7208,7158,25,22,590,3,4666,489,2,0.75,False,1,True,"[1, 2, 3]",keyword_overlap,0.5625,essential_commodities.pdf,0.789891,essential_commodities.pdf,0.71124,essential_commodities.pdf,0.707279,,"The Essential Commodities Act, 1955, is an Indian act that aims to provide for the control of the production, supply, and distribution of certain comm"
qwen2.5:0.5b,Q22,What powers does the Central Government have to control the supply and distribution of essential commodities?,Essential Commodities,Medium,Policy/Legal Rule,True,essential_commodities.pdf,6178,6080,69,25,590,3,4666,559,1,0.7273,False,1,True,"[1, 2, 3]",keyword_overlap,0.3913,essential_commodities.pdf,0.7169,essential_commodities.pdf,0.711261,essential_commodities.pdf,0.693348,,The Central Government has the following powers to control the supply and distribution of essential commodities:  1. To regulate or prohibit the produ
qwen2.5:0.5b,Q23,"What is the punishment for violating an order issued under the Essential Commodities Act, 1955?",Essential Commodities,Medium,Policy/Legal Rule,True,essential_commodities.pdf,6025,5956,42,24,590,3,4666,297,2,0.875,False,1,True,"[1, 2, 3]",keyword_overlap,0.75,essential_commodities.pdf,0.757663,essential_commodities.pdf,0.754105,essential_commodities.pdf,0.733525,,"The punishment for violating an order issued under the Essential Commodities Act, 1955 is imprisonment. The order may extend to one year and also be l"
qwen2.5:0.5b,Q24,Can a company be held liable for an offence committed under the Essential Commodities Act?,Essential Commodities,Hard,Compliance,True,essential_commodities.pdf,4102,4029,44,26,590,3,4650,529,2,1.0,False,1,True,"[2, 3]",keyword_overlap,0.65,cgst_act.pdf,0.771537,essential_commodities.pdf,0.738199,essential_commodities.pdf,0.727376,,"Yes, a company can be held liable for an offence committed under the Essential Commodities Act. According to the provided policy information in the co"
qwen2.5:0.5b,Q25,What is the income tax slab rate for individuals earning between 5 lakh and 10 lakh rupees per year in India?,Out-of-scope,Easy,Tax/GST,False,none,5503,5377,99,22,590,3,4618,108,0,0.9091,True,,,[],refusal_check,,cgst_act.pdf,0.718591,cgst_act.pdf,0.689663,cgst_act.pdf,0.678557,,The income tax slab rate for individuals earning between 5 lakh and 10 lakh rupees per year in India is 13%.
tinyllama:1.1b,Q01,What is the Central Goods and Services Tax (CGST) Act?,GST,Easy,Definition,True,cgst_act.pdf,7136,7087,25,22,590,3,4618,275,2,0.8,False,1,True,"[1, 2, 3]",keyword_overlap,0.4286,cgst_act.pdf,0.697437,cgst_act.pdf,0.692146,cgst_act.pdf,0.686818,,"The Central Goods and Services Tax (CGST) Act is an act in the Indian Union, which levies tax on both goods and services. It was enacted by the Parlia"
tinyllama:1.1b,Q02,What is the meaning of 'aggregate turnover' under the CGST Act?,GST,Easy,Definition,True,cgst_act.pdf,8537,8432,75,24,590,3,4618,618,2,0.1667,False,1,True,"[1, 2, 3]",keyword_overlap,0.8065,cgst_act.pdf,0.698868,cgst_act.pdf,0.661366,cgst_act.pdf,0.658762,,"The answer is: ""Exclusively in the business of supply or receipt of goods or services or both on behalf of another; (6) ‘aggregate value’ means the ag"
tinyllama:1.1b,Q03,Who is liable for registration under the CGST Act?,GST,Medium,Eligibility,True,cgst_act.pdf,11842,11776,41,22,590,3,4618,1287,0,0.75,False,1,True,"[1, 2, 3]",keyword_overlap,0.1538,cgst_act.pdf,0.684234,cgst_act.pdf,0.684065,cgst_act.pdf,0.665687,,Every person who makes a taxable supply from the territorial waters of India shall obtain registration in the coastal State or Union territory where t
tinyllama:1.1b,Q04,What are the conditions a registered person must satisfy to claim Input Tax Credit (ITC) under the CGST Act?,GST,Hard,Compliance,True,cgst_act.pdf,14428,14326,67,29,590,3,4618,1927,2,0.9091,False,1,True,"[1, 2, 3]",keyword_overlap,0.4091,cgst_act.pdf,0.72973,cgst_act.pdf,0.729094,cgst_act.pdf,0.721357,,The conditions a registered person must satisfy to claim Input Tax Credit (ITC) under the CGST Act include:  1. Eligibility criteria: The registered p
tinyllama:1.1b,Q05,What is a 'composite supply' under the CGST Act and how is it taxed?,GST,Medium,Definition,True,cgst_act.pdf,12626,12526,73,23,590,3,4618,1415,2,0.8333,False,1,True,"[1, 2, 3]",keyword_overlap,0.5294,cgst_act.pdf,0.772442,cgst_act.pdf,0.671882,cgst_act.pdf,0.664832,,"A ""composite supply"" under the Comprehensive Goods and Services Tax (CGST) Act is a supply of goods or services made by one person to another, whereby"
tinyllama:1.1b,Q06,What are the penalties for committing fraud or wilful misstatement under the CGST Act?,GST,Hard,Policy/Legal Rule,True,cgst_act.pdf,24862,24759,74,23,590,3,4622,2776,1,0.625,False,1,True,[3],keyword_overlap,0.3043,it_act.pdf,0.701323,it_act.pdf,0.689512,cgst_act.pdf,0.68715,,The CGST Act provides the following penalties for violating its provisions:  1. General penalty: Any person who commits any offence punishable under S
tinyllama:1.1b,Q07,What is the validity period of registration for a casual taxable person under the CGST Act?,GST,Medium,Policy/Legal Rule,True,cgst_act.pdf,5036,4941,66,24,590,3,4618,401,1,0.8889,False,1,True,"[1, 2, 3]",keyword_overlap,0.3333,cgst_act.pdf,0.782487,cgst_act.pdf,0.754308,cgst_act.pdf,0.742563,,The validity period of registration for a casual taxable person under the CGST Act is not specified in the context. This information can be found in t
tinyllama:1.1b,Q08,"Under the CGST Act, is an agriculturist required to register for GST on the supply of agricultural produce?",GST,Easy,Eligibility,True,cgst_act.pdf,4914,4851,38,23,590,3,4618,175,1,0.875,False,1,True,"[1, 2, 3]",keyword_overlap,0.3333,cgst_act.pdf,0.771567,cgst_act.pdf,0.659396,cgst_act.pdf,0.649067,,"Yes, an agriculturiist is required to register for GST on the supply of agricultural produce under the CGST Act. The relevant section of the Act is Se"
tinyllama:1.1b,Q09,What is the GST rate applicable to export of goods from India?,GST,Medium,Tax/GST,False,cgst_act.pdf,5770,5666,76,23,590,3,4618,245,1,0.8571,False,1,True,"[1, 2, 3]",refusal_check,,cgst_act.pdf,0.698603,cgst_act.pdf,0.69387,cgst_act.pdf,0.679896,,The GST rate applicable to export of goods from India is relevant date (a) in clause (b) or clause (c) and half per cent. Of the turnover in State or 
tinyllama:1.1b,Q10,"Who is defined as a 'consumer' under the Consumer Protection Act, 2019?",Consumer Protection,Easy,Definition,True,consumer_act.pdf,6489,6434,30,23,590,3,4660,397,1,0.5,False,1,True,"[1, 2, 3]",keyword_overlap,0.2222,consumer_act.pdf,0.750879,consumer_act.pdf,0.723559,consumer_act.pdf,0.682639,,"As per Section 4 of the Consumer Protection Act, 2019, a 'consumer' means anyone who has to do with procurement or use of goods, or services. This inc"
tinyllama:1.1b,Q11,"What are the six consumer rights recognised under the Consumer Protection Act, 2019?",Consumer Protection,Medium,Policy/Legal Rule,True,consumer_act.pdf,9792,9708,52,28,590,3,4660,1039,1,0.8333,False,1,True,"[1, 2, 3]",keyword_overlap,0.3448,consumer_act.pdf,0.76223,consumer_act.pdf,0.756105,consumer_act.pdf,0.751581,,"Six consumer rights recognised under the Consumer Protection Act, 2019 are as follows:  1. Right to be informed: The consumer is entitled to receive i"
tinyllama:1.1b,Q12,"What constitutes an 'unfair trade practice' under the Consumer Protection Act, 2019?",Consumer Protection,Medium,Definition,True,consumer_act.pdf,9111,9025,55,27,590,3,4660,1119,2,0.75,False,1,True,"[1, 2, 3]",keyword_overlap,0.4167,consumer_act.pdf,0.736157,consumer_act.pdf,0.706771,consumer_act.pdf,0.701911,,"The Constitution of India provides for the protection and welfare of consumers. The Consumer Protection Act, 2019 aims to ensure consumer rights and p"
tinyllama:1.1b,Q13,"How can a consumer file a complaint under the Consumer Protection Act, 2019, and where should it be filed?",Consumer Protection,Medium,Compliance,True,consumer_act.pdf,8672,8589,58,22,590,3,4660,735,1,0.75,False,1,True,"[1, 2, 3]",keyword_overlap,0.24,consumer_act.pdf,0.775518,consumer_act.pdf,0.740022,consumer_act.pdf,0.729684,,"To file a complaint under the Consumer Protection Act, 2019 in India, the complainant can either contact the District Commissioner (DC) who is respons"
tinyllama:1.1b,Q14,"What is product liability under the Consumer Protection Act, 2019?",Consumer Protection,Hard,Definition,True,consumer_act.pdf,9573,9499,46,25,590,3,4660,1029,2,0.8333,False,1,True,"[1, 2, 3]",keyword_overlap,0.7059,consumer_act.pdf,0.736135,consumer_act.pdf,0.731675,consumer_act.pdf,0.709066,,"Product liability under the Consumer Protection Act, 2019 refers to a situation where a product manufacturer or service provider can be held accountab"
tinyllama:1.1b,Q15,What compensation can a consumer receive under the Consumer Protection Act if they suffer loss due to a defective product?,Consumer Protection,Hard,Eligibility,True,consumer_act.pdf,16363,16289,45,24,590,3,4660,2103,2,0.8182,False,1,True,"[1, 2, 3]",keyword_overlap,0.5263,consumer_act.pdf,0.751703,consumer_act.pdf,0.705506,consumer_act.pdf,0.697598,,"According to ONLY the provided context, the compensation that a consumer can receive under the Consumer Protection Act is the following:  1. Liability"
